obsid,paperid,pobsid,Authors,Preferred,CorrelationCoefficient,StandardError,Tstatistic,CorrectionFactor,CorrelationCoefficientCorrected,coeffmed,StandardErrorCorrected,TstatisticCorrected,Observations,DegreesofFreedom,NumberofCountries,YNCorrected,TaxType,Statutory,EATR,EMTR,ATR,CorpTaxStructure,CrossSection,IntraNational,USAonly,CountryFixedEffects,DataOECDCountries,DataNonOECDcountries,DataMixofCountries,NoGDPpercapita,OLS,PMG,SURE,GMM,IV,OtherEstimator,TacklingEndogeneity,JournalName,YearofPublication,JournalImpactFactor,ReviewedJournal,Citations,AuthorOECDaffiliation,TotalTaxRevenues,GovernmentSpending,NoOtherTaxVariables,LongRunExplicit,ShortRunExplicit,HorizonOther
277,27,3,Milasi and Waldmann 2018,0,0.132,0.074,1.783783784,0.078125,0.0103125,,0.00578125,1.783783784,152,111,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
278,27,4,Milasi and Waldmann 2018,0,0.117,0.081,1.444444444,0.078125,0.009140625,,0.006328125,1.444444444,152,111,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
279,27,5,Milasi and Waldmann 2018,0,0.129,0.081,1.592592593,0.078125,0.010078125,,0.006328125,1.592592593,152,111,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
280,27,6,Milasi and Waldmann 2018,0,0.111,0.085,1.305882353,0.078125,0.008671875,,0.006640625,1.305882353,152,111,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
281,27,7,Milasi and Waldmann 2018,0,0.127,0.188,0.675531915,0.078125,0.009921875,,0.0146875,0.675531915,105,67,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
282,27,8,Milasi and Waldmann 2018,0,0.073,0.156,0.467948718,0.078125,0.005703125,,0.0121875,0.467948718,105,66,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
283,27,9,Milasi and Waldmann 2018,0,0.104,0.152,0.684210526,0.078125,0.008125,0.008125,0.011875,0.684210526,105,67,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
284,27,10,Milasi and Waldmann 2018,0,0.074,0.153,0.483660131,0.078125,0.00578125,,0.011953125,0.483660131,105,67,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
285,27,11,Milasi and Waldmann 2018,0,0.069,0.138,0.5,0.078125,0.005390625,,0.01078125,0.5,105,67,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
286,27,12,Milasi and Waldmann 2018,0,0.091,0.143,0.636363636,0.078125,0.007109375,,0.011171875,0.636363636,105,67,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,0,0,1,0,0
287,27,13,Milasi and Waldmann 2018,0,0.09,0.172,0.523255814,0.078125,0.00703125,,0.0134375,0.523255814,89,49,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
288,27,14,Milasi and Waldmann 2018,0,0.102,0.153,0.666666667,0.078125,0.00796875,,0.011953125,0.666666667,89,49,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
289,27,15,Milasi and Waldmann 2018,0,0.097,0.159,0.610062893,0.078125,0.007578125,,0.012421875,0.610062893,89,50,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
290,27,16,Milasi and Waldmann 2018,0,0.11,0.177,0.621468927,0.078125,0.00859375,,0.013828125,0.621468927,89,49,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
291,27,17,Milasi and Waldmann 2018,0,0.093,0.164,0.567073171,0.078125,0.007265625,,0.0128125,0.567073171,89,49,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
292,27,18,Milasi and Waldmann 2018,0,0.095,0.158,0.601265823,0.078125,0.007421875,,0.01234375,0.601265823,89,49,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
293,27,19,Milasi and Waldmann 2018,0,0.153,0.147,1.040816327,0.078125,0.011953125,,0.011484375,1.040816327,89,49,18,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Applied Economics,2018,1.103,1,7,0,0,1,0,1,0,0
294,28,1,Miller and Russek 1997,1,0.5112,0.22619469,2.26,0.078125,0.0399375,,0.01767146,2.26,322,253,39,1,ATR,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Economic Inquiry,1997,1.183,1,270,0,0,1,0,0,1,0
295,28,2,Miller and Russek 1997,0,0.5706,0.229156627,2.49,0.078125,0.044578125,,0.017902861,2.49,283,213,39,1,ATR,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Economic Inquiry,1997,1.183,1,270,0,0,1,0,0,1,0
296,28,3,Miller and Russek 1997,0,0.9106,0.32405694,2.81,0.078125,0.071140625,,0.025316948,2.81,115,71,14,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Economic Inquiry,1997,1.183,1,270,0,0,1,0,0,1,0
297,28,4,Miller and Russek 1997,0,0.4801,0.350437956,1.37,0.078125,0.037507813,,0.027377965,1.37,99,54,14,1,ATR,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Economic Inquiry,1997,1.183,1,270,0,0,1,0,0,1,0
298,28,5,Miller and Russek 1997,0,0.5805,0.294670051,1.97,0.078125,0.045351563,0.045351563,0.023021098,1.97,178,126,22,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Economic Inquiry,1997,1.183,1,270,0,0,1,0,0,1,0
299,28,6,Miller and Russek 1997,0,0.7592,0.301269841,2.52,0.078125,0.0593125,,0.023536706,2.52,155,102,22,1,ATR,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Economic Inquiry,1997,1.183,1,270,0,0,1,0,0,1,0
300,29,1,Moore and Bruce 2014,1,-0.026,0.018465909,-1.408,0.1,-0.000902,-0.000902,0.002454409,-0.367501852,750,666,1,1,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Advanced in Taxation,2014,0.85,1,1,0,0,1,0,0,0,1
301,29,2,Moore and Bruce 2014,0,0.004,0.025157233,0.159,0.1,-0.000659,,0.013090415,-0.050342179,750,665,1,1,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Advanced in Taxation,2014,0.85,1,1,0,0,1,0,0,0,1
302,30,1,Ojede and Yamarik 2012,1,0.151,0.348,0.433908046,0.067567568,0.010202703,,0.023513514,0.433908046,1680,1583,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,Economics Letters,2012,1.745,1,77,0,0,0,0,1,0,0
303,30,2,Ojede and Yamarik 2012,0,-0.115,0.437,-0.263157895,0.067567568,-0.00777027,,0.029527027,-0.263157895,1680,1583,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Economics Letters,2012,1.745,1,77,0,0,0,0,1,0,0
304,30,3,Ojede and Yamarik 2012,1,-0.874,1.031,-0.84772066,0.067567568,-0.059054054,,0.069662162,-0.84772066,1680,1583,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,Economics Letters,2012,1.745,1,77,0,0,0,0,0,1,0
305,30,4,Ojede and Yamarik 2012,0,-0.349,0.762,-0.458005249,0.067567568,-0.023581081,-0.023581081,0.051486486,-0.458005249,1680,1583,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Economics Letters,2012,1.745,1,77,0,0,0,0,0,1,0
306,31,1,Pjesky 2016,1,-2.52,1.737931034,-1.45,0.01,-0.0252,-0.0252,0.01737931,-1.45,51,45,1,1,Statutory,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Southwestern Economic Review,2016,0.0001,1,1,0,0,0,0,1,0,0
307,31,2,Pjesky 2016,0,-0.07,0.24137931,-0.29,1,-0.07,,0.24137931,-0.29,1224,1143,1,1,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Southwestern Economic Review,2016,0.0001,1,1,0,0,0,0,0,0,1
308,31,3,Pjesky 2016,0,-0.07,0.233333333,-0.3,1,-0.07,,0.233333333,-0.3,1173,1092,1,1,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Southwestern Economic Review,2016,0.0001,1,1,0,0,0,0,0,0,1
309,31,4,Pjesky 2016,0,-0.004,0.2,-0.02,1,-0.004,,0.2,-0.02,1122,1041,1,1,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Southwestern Economic Review,2016,0.0001,1,1,0,0,0,0,0,0,1
310,32,1,Prillaman and Meier 2014,0,0.6252,0.436,1.433944954,0.050251256,0.031417085,,0.021909548,1.433944954,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
311,32,2,Prillaman and Meier 2014,1,1.306,0.48,2.720833333,0.050251256,0.065628141,,0.024120603,2.720833333,1343,1244,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
312,32,3,Prillaman and Meier 2014,-1,-1.7902,0.5038,-3.553394204,0.050251256,-0.089959799,,0.025316583,-3.553394204,1400,1301,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
313,32,4,Prillaman and Meier 2014,0,-0.9321,0.5627,-1.656477697,0.050251256,-0.046839196,,0.028276382,-1.656477697,1266,1167,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
314,32,5,Prillaman and Meier 2014,0,-0.145,0.6671,-0.217358717,0.050251256,-0.007286432,,0.033522613,-0.217358717,1046,947,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
315,32,6,Prillaman and Meier 2014,0,-0.5395,0.518,-1.041505792,0.050251256,-0.027110553,,0.026030151,-1.041505792,1367,1268,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
316,32,7,Prillaman and Meier 2014,0,0.0775,0.267,0.290262172,0.050251256,0.003894472,,0.013417085,0.290262172,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
317,32,8,Prillaman and Meier 2014,0,0.3898,0.343,1.136443149,0.050251256,0.01958794,,0.017236181,1.136443149,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
318,32,9,Prillaman and Meier 2014,0,0.1601,0.246,0.650813008,0.050251256,0.008045226,,0.012361809,0.650813008,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
319,32,10,Prillaman and Meier 2014,0,0.4341,0.322,1.348136646,0.050251256,0.02181407,,0.016180905,1.348136646,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
320,32,11,Prillaman and Meier 2014,0,0.4341,0.658,0.659726444,0.050251256,0.02181407,,0.033065327,0.659726444,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
321,32,12,Prillaman and Meier 2014,0,0.4341,0.649,0.668875193,0.050251256,0.02181407,,0.032613065,0.668875193,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
322,32,13,Prillaman and Meier 2014,0,0.4589,0.3514,1.30591918,0.050251256,0.023060302,,0.017658291,1.30591918,1200,1101,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
323,32,14,Prillaman and Meier 2014,0,0.8267,0.711,1.162728551,0.050251256,0.041542714,,0.035728643,1.162728551,750,651,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
324,32,15,Prillaman and Meier 2014,0,0.0677,0.59,0.114745763,0.050251256,0.00340201,,0.029648241,0.114745763,650,551,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
325,32,16,Prillaman and Meier 2014,0,0.6252,3.627,0.172373863,0.050251256,0.031417085,,0.182261307,0.172373863,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
326,32,17,Prillaman and Meier 2014,0,-1.3367,0.848,-1.57629717,0.050251256,-0.067170854,,0.042613065,-1.57629717,696,597,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
327,32,18,Prillaman and Meier 2014,0,1.0562,0.454,2.326431718,0.050251256,0.053075377,,0.02281407,2.326431718,696,597,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
328,32,19,Prillaman and Meier 2014,0,0.4143,0.43,0.963488372,0.050251256,0.020819095,0.020819095,0.02160804,0.963488372,1450,1351,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
329,32,20,Prillaman and Meier 2014,0,-0.3124,0.613,-0.509624796,0.050251256,-0.015698492,,0.03080402,-0.509624796,787,688,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
330,32,21,Prillaman and Meier 2014,0,1.2089,0.7162,1.687936331,0.050251256,0.060748744,,0.03598995,1.687936331,663,564,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,Journal of Politics,2014,1.84,1,50,0,0,1,1,0,0,1
331,33,1,Sanchez and Gori 2016,0,-0.0813,0.0594,-1.368686869,0.2,-0.01626,,0.01188,-1.368686869,168,127,34,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,OECD Economics Department Working Paper,2016,0.0001,0,2,1,0,0,1,1,0,0
332,33,2,Sanchez and Gori 2016,1,-0.0567,0.0587,-0.96592845,0.2,-0.01134,-0.01134,0.01174,-0.96592845,168,127,34,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,OECD Economics Department Working Paper,2016,0.0001,0,2,1,0,0,1,1,0,0
333,34,1,Shevlin et al. 2019,-1,-0.023,0.013142857,-1.75,1,-0.023,,0.013142857,-1.75,854,849,63,1,Statutory,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
334,34,2,Shevlin et al. 2019,-1,0.052,0.033333333,1.56,1,0.052,,0.033333333,1.56,854,767,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
335,34,3,Shevlin et al. 2019,0,-0.079,0.015310078,-5.16,1,-0.079,,0.015310078,-5.16,854,848,63,1,Statutory,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
336,34,4,Shevlin et al. 2019,0,-0.007,0.036842105,-0.19,1,-0.007,,0.036842105,-0.19,854,766,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
337,34,5,Shevlin et al. 2019,1,-0.08,0.015810277,-5.06,0.760456274,-0.060836502,,0.012023024,-5.06,854,849,63,1,EATR,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
338,34,6,Shevlin et al. 2019,1,-0.065,0.02233677,-2.91,0.760456274,-0.049429658,,0.016986137,-2.91,854,767,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
339,34,7,Shevlin et al. 2019,1,-0.079,0.017362637,-4.55,0.760456274,-0.060076046,,0.013203527,-4.55,854,848,63,1,EATR,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
340,34,8,Shevlin et al. 2019,-1,-0.003,0.015789474,-0.19,1,-0.003,,0.015789474,-0.19,854,848,63,1,Statutory,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
341,34,9,Shevlin et al. 2019,1,-0.071,0.023051948,-3.08,0.760456274,-0.053992395,,0.017529999,-3.08,854,766,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
342,34,10,Shevlin et al. 2019,-1,0.061,0.035465116,1.72,1,0.061,,0.035465116,1.72,854,766,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
343,34,11,Shevlin et al. 2019,0,-0.069,0.024381625,-2.83,0.760456274,-0.052471483,,0.01854116,-2.83,818,722,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,1,1,0,0,1
344,34,12,Shevlin et al. 2019,-1,0.057,0.027403846,2.08,1,0.057,,0.027403846,2.08,818,722,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,1,1,0,0,1
345,34,13,Shevlin et al. 2019,0,-0.091,0.026224784,-3.47,0.760456274,-0.069201521,,0.019942801,-3.47,809,721,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
346,34,14,Shevlin et al. 2019,-1,0.014,0.048275862,0.29,1,0.014,,0.048275862,0.29,809,721,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
347,34,15,Shevlin et al. 2019,1,-0.105,0.033018868,-3.18,0.760456274,-0.079847909,,0.025109405,-3.18,511,423,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
348,34,16,Shevlin et al. 2019,-1,0.154,0.044508671,3.46,1,0.154,,0.044508671,3.46,511,423,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
349,34,17,Shevlin et al. 2019,0,-0.099,0.033445946,-2.96,0.760456274,-0.075285171,,0.025434179,-2.96,96,71,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,1,0,0
350,34,18,Shevlin et al. 2019,0,-0.074,0.030204082,-2.45,0.760456274,-0.056273764,,0.022968883,-2.45,427,339,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
351,34,19,Shevlin et al. 2019,0,-0.094,0.036293436,-2.59,0.760456274,-0.07148289,,0.027599571,-2.59,427,339,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
352,34,20,Shevlin et al. 2019,-1,0.053,0.050961538,1.04,1,0.053,,0.050961538,1.04,427,339,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
353,34,21,Shevlin et al. 2019,0,-0.005,0.026315789,-0.19,0.760456274,-0.003802281,,0.020012007,-0.19,427,339,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
354,34,22,Shevlin et al. 2019,-1,0.037,0.048051948,0.77,1,0.037,,0.048051948,0.77,427,339,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
355,34,23,Shevlin et al. 2019,0,-0.029,0.025663717,-1.13,0.760456274,-0.022053232,-0.022053232,0.019516134,-1.13,427,339,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
356,34,24,Shevlin et al. 2019,-1,0.027,0.046551724,0.58,1,0.027,,0.046551724,0.58,427,339,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
357,34,25,Shevlin et al. 2019,0,-0.109,0.037847222,-2.88,0.760456274,-0.082889734,,0.028781158,-2.88,427,339,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
358,34,26,Shevlin et al. 2019,-1,0.097,0.041452991,2.34,1,0.097,,0.041452991,2.34,427,339,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
359,34,27,Shevlin et al. 2019,0,-0.014,0.025454545,-0.55,0.760456274,-0.010646388,,0.019357069,-0.55,685,596,63,1,EATR,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
360,34,28,Shevlin et al. 2019,0,-0.059,0.024894515,-2.37,1,-0.059,,0.024894515,-2.37,685,596,63,1,Statutory,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
361,34,29,Shevlin et al. 2019,-1,0.053,0.038970588,1.36,0.760456274,0.040304183,,0.029635428,1.36,685,596,63,1,Statutory,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Journal of Accounting and Economics,2019,3.723,1,9,0,0,0,1,0,0,1
362,35,1,Suarez Serrato and Zidar 2018,1,-1.077,1.363,-0.790168745,1,,,,-0.790168745,1550,1466,1,0,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Journal of Public Economics,2018,2.218,1,25,0,0,0,0,0,0,1
363,35,2,Suarez Serrato and Zidar 2018,0,-0.818,0.988,-0.827935223,1,,,,-0.827935223,1550,1450,1,0,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Journal of Public Economics,2018,2.218,1,25,0,0,0,0,0,0,1
364,35,3,Suarez Serrato and Zidar 2018,0,-0.889,0.816,-1.089460784,1,,,,-1.089460784,1550,1435,1,0,Statutory,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Journal of Public Economics,2018,2.218,1,25,0,0,0,0,0,0,1
365,36,1,Tomljanovic 2004,1,1.725,0.868,1.987327189,0.04950495,0.08539604,,0.042970297,1.987327189,1100,1016,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2004,1.087,1,110,0,0,0,0,1,0,0
366,36,2,Tomljanovic 2004,0,6.09,3.104,1.961984536,0.04950495,0.301485149,,0.153663366,1.961984536,1100,1068,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2004,1.087,1,110,0,0,0,0,1,0,0
367,36,3,Tomljanovic 2004,0,3.821,2.823,1.353524619,0.04950495,0.189158416,0.189158416,0.139752475,1.353524619,1100,1095,1,1,ATR,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2004,1.087,1,110,0,0,0,0,1,0,0
368,36,4,Tomljanovic 2004,0,2.841,0.974,2.916837782,0.04950495,0.140643564,,0.048217822,2.916837782,1100,1011,1,1,ATR,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Contemporary Economic Policy,2004,1.087,1,110,0,0,1,0,1,0,0
